species,animal,habitat,sex,slope,hab_slope,site
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.787800593434239,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.735058193513672,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.2249527247936007,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-2.9848044324457828,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.351841592796885,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.2166353059253665,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.220271683971608,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.1351779104040944,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.115947970084358,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.798475272389603,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.1699797784278188,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.438200132120889,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.9917890714008797,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.8139334568096803,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.725059917028838,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.8447307858883724,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.2623557833745562,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.127529546796456,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.836569554340271,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.2129962309209374,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.382999052610705,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.0722600988735866,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.820821885691586,-3.0756953493710264,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-2.3997621138862564,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.009853056284324,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.7372328246796886,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.687391080705323,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.2159981414627477,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.205546835377047,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.280399923570254,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.215390920600057,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.2970915881612513,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.3340046159120647,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.2946486019261885,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.393821230821245,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-2.933743806244597,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.3862369495733087,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.9724160555176353,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.013190394854088,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.110187917664584,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.8436861290666275,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.9687519343706867,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.8490925872821213,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.6244375680483905,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.0741457246873956,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.855080471347844,-3.0756953493710264,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.0279323745313595,-3.0756953493710264,TRCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.195356135840934,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.285873841677719,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.4037678674754406,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.727211208171226,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.9558274603602377,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.710526547383014,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.8341372846847075,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.558705439281464,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.2952453673135085,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.9331124390118606,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.23030069337623,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.043582422996441,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.0276977314724367,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.7720255300435697,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.8289437464248697,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.4013641038678917,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.782771752999666,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.638645704812136,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.8312810629232747,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.4536829054952634,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.0275101316379254,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.9154753563403304,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.1867529762814835,-3.2526661518647537,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.480667328765742,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.623718663937085,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.905007149293927,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-4.055351295416835,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.644550868657113,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.631178135802745,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.982667327359482,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.1413338714248433,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.0852978772820947,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.3546757312546025,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.1959282986979862,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.1255236729035705,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.657299224099958,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.103006862437619,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.342286036024207,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-4.011669107307243,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.1645301167039634,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.443883234837772,-3.2526661518647537,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.206233272748208,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.2486289247532913,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.8183350259725968,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.633318938070073,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.640499735279198,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.5915721694642664,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.171049877381543,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.671666130043528,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.7015913784235455,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.44656743719755,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.396162246159241,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.042089197984443,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-2.9817171026805225,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.2784283571600685,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.190164938186115,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.420312741639746,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.639512424692168,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.3924350796262694,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.4863289023195403,-3.2526661518647537,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.312914879712597,-3.2526661518647537,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.322560610132746,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.4771764022119607,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.517435852260365,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.611751628740849,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.3451600464239477,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.3451008378206573,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.5737277139293298,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.613709581828199,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.041679448986286,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.39394274410793,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.314693046874627,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.108262051322177,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.8287393553306077,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.003233368470013,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.8498051082968856,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.5050516214156495,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.475006707105062,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.2963654815663332,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.3286023342169284,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.5457111113695237,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.431153611920825,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.657100703794079,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.7747192862650163,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.564287028633413,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.3270299665280403,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.297810495152396,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.5756516007643016,-3.5031920524289935,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.2456202657345337,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.8167780432530543,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.6024228393377267,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.4539856060373073,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.8017816359599315,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.017246733568067,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.465907807136234,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.9812371352995664,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.510354395177366,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.1954813662052888,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.4535853065249964,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.644459287978381,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-2.9191765349213816,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.2734313366916106,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-2.964853227650309,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.050416691180993,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.6390617983777545,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-2.940305147687088,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.5455109416972377,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-2.8280739797408496,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.0527186257407517,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.132003210150742,-3.5031920524289935,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.158755627956045,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.4625938614154657,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.2019116801189447,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-2.879574137152223,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.15692257263117,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.3152132240343883,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.3958945437487658,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-2.9970710080668646,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.406670725765146,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.069312173903277,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.4887263421613848,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.3714006334038453,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.19275972789028,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.3612728709253523,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.445186101114719,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.327600463085759,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.478670219778702,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.7055116245410464,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.6632660238142667,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.5743005264324856,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-2.890316908481649,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.4203264183637283,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.935895268129511,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.4730233270739004,-3.5031920524289935,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.3978984706749062,-3.5031920524289935,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.358044011236516,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.186076486108654,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-2.8325949059695916,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-2.9990019999266,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.217343212283833,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.1546966022702754,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.1261818059022177,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-2.853024156358395,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.4466506591165746,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.438043152770694,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.4655486913046802,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.6196802436499875,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-2.939986915510888,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-2.949039674304837,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.1114365399384867,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.4187642552564323,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.338489094872866,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.393183666126354,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.0080962566874474,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.283976722084165,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.021139193307902,-3.2526661518647537,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.3547793684273506,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-2.9694774270884206,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-2.9601799828437945,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-2.8213858092985946,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-3.0509590526584063,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-2.7550677295539328,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-2.7812638124058533,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-3.001835602881239,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-2.854458577085671,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-2.6273729571396296,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-3.065867827406665,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-2.812917015239793,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-2.777812587936527,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-2.6780834197163466,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-2.9255357662086316,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-2.586761261151018,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-2.864120151259033,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-3.3214884971281884,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-3.554755476935463,-3.2526661518647537,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-3.465261408865873,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.5780096878294536,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.6925200559155593,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.221666683242788,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.3722670387789755,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.1034443696159406,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.840203272498931,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.112453751498843,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.246541137540713,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.405905315717891,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.3051940241052593,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.308129021176286,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.3024750272988044,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.5489560956438924,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.391225539335512,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.309231395814203,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.2267787684737437,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.160180005284864,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.019353477569132,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.4278715081603015,-3.2526661518647537,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.5687015067210206,-3.2526661518647537,SFKR
