species,animal,habitat,sex,slope,hab_slope,site
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.98961279406794,-2.19999783968267,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.89590299638373,-2.19999783968267,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.09611078413876,-2.19999783968267,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.00783307883139,-2.19999783968267,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.99206037880706,-2.19999783968267,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.80665000229128,-2.19999783968267,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.19398742008698,-2.19999783968267,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.21196693117479,-2.19999783968267,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.12619556715267,-2.19999783968267,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.95945664384536,-2.19999783968267,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.25680062125953,-2.19999783968267,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.05662817769536,-2.19999783968267,LICK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.16032100026992,-2.19999783968267,LICK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.18600715895738,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.05754196116782,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.3156123528763,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.48440001364784,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-2.82704442425749,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.45242247564226,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-2.8787404161262,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.38858651492028,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.11785264700434,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.35164857796792,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.56241324387444,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-2.33970527062346,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,F,-3.076118831804,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.16352708857762,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.87659352428983,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.73421499537882,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.84213463201867,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.76770548311733,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.90345561894879,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.18033311761631,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.79266175874389,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-2.97047923502192,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.02345582003143,-2.19999783968267,TRCK
barrenense,Etheostoma_barrenense_A,bedrock,M,-3.02842047666073,-2.19999783968267,TRCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.0041806403266,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.01696483759902,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.91699703367103,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.58107204823454,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.79599400201573,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.15330835502983,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.23181227063431,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.17022802943674,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-2.81233143686922,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.29593644730766,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.19184822721356,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.20461477922101,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.79448845879778,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.65055167122673,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.01237087489369,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.93297935855767,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.00056518569251,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.75288412141411,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.53838544591659,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.66413827151274,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.32116558360527,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.83812419296919,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,M,-2.37878258024605,-2.72296981901882,BNCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.62188147051689,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.44932005061766,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.51664004350397,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.95707669106202,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.49754901060794,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.61990656717153,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.24877854002969,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.43792002192972,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.84265492474177,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.31771631107877,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.2463161843478,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.66308112539309,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.51093533222588,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.03882803067126,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.60345074243914,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.21533484805989,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.49194680958113,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,M,-3.06355172806472,-2.72296981901882,JDCK
blennioides,Etheostoma_blennioides_A,boulder,F,-3.06719049096171,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.15139732687131,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.56911132475322,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.66580435910951,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.60921410309957,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.5875588645429,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.4382571203193,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.76617659707917,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.45464160664544,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.39085203090514,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-2.9750976113745,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,F,-3.59199893791853,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.56013995097193,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.5823764728044,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.36725671314846,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.2814319733578,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.31700271645767,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-2.96695588838526,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.73592688681608,-2.72296981901882,REDR
blennioides,Etheostoma_blennioides_A,boulder,M,-3.09216752600235,-2.72296981901882,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.44942539369559,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.31804998452805,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.43742502364213,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.36264938658304,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.55509175783492,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.45367033894379,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.34063493504742,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.27692889698902,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.29792815992673,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.13605428873509,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.6287845502545,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.3856000846588,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.57855912050614,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.48571234259886,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.1498658310181,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.33567403234231,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.48846749974397,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.30713936220693,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.25904077535129,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.65521146801316,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.64226157256499,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.81170998471155,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.68563953034285,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.41384035168039,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.42968347684138,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.04768862075905,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,M,-4.12044582314113,-2.99470076148698,REDR
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.26055019199632,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.73750169890615,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.49333456271408,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-4.16841499515141,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.34096229047899,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.4450120757254,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.29995778486909,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.4891752287851,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.15843836234148,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.56295413073492,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.25042681904517,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.65584189006817,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.45400181489623,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.0164717669863,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.27025421815791,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.05102831617017,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.06257659632489,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-2.92993994428884,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-2.85606396793379,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.51989320378889,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-2.85028317351751,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.27092073001312,-2.99470076148698,SAFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.36898770723258,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.12273264332052,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.19728145693145,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.53208749064309,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.20500384432144,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.35269235783774,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-2.8748681444974,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.22614941475318,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.10826397950991,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.13665859058258,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.30109537758204,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,F,-3.30161336605558,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.31238146856267,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.48378024489118,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.84448600105527,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.12277772065863,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.1198896802876,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.32058538091953,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.31899701557276,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.45625749774562,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.61717102138568,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.37750324247409,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.46698101837018,-2.99470076148698,TRFK
caeruleum,Etheostoma_caeruleum_A,gravel,M,-3.46516346555413,-2.99470076148698,TRFK
camurum,Nothonotus_camurus_A,boulder,F,-3.32377273442281,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-2.68354754803759,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.31573529602008,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.11317889676412,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-2.94072269432311,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.20637709836621,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.30313239231021,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.39560724208417,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.27715261467276,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-2.9479037577472,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.52214293472848,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.34660608475015,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.20722552172394,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.09256344685434,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.43109609396469,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.09618850626676,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.19607500511984,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.58846237486618,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-2.94147702827228,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.27173755867844,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.04500809541776,-2.72296981901882,MFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.19109243544903,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-3.0627077453239,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-2.97164215445069,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-2.86678871258759,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-2.92816272425707,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-3.47525441872616,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-2.89426461822812,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-2.82550770550321,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-2.87039475538523,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-2.86754168722383,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-3.54002571438385,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-2.98200759206169,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-3.29001725552517,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-2.76825332468364,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-2.62537041632329,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-2.6559392309451,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-2.71807416508581,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-2.70957880785295,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,M,-3.06428118716108,-2.72296981901882,MFVR
camurum,Nothonotus_camurus_A,boulder,F,-3.44853149092225,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.46183873542956,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.89124683774474,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.19075409500299,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.13019383821267,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.33881250296102,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.43467971156941,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.68246692908149,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.64770927743136,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.56846144173027,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.57463404431241,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,F,-3.41814740306446,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.42542113646974,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.62663027626284,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.31196577583016,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.04960639018276,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.05221461038181,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.24243133672929,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.32840550897618,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.52720798285011,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.68499803246582,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.05913620325598,-2.72296981901882,SFKR
camurum,Nothonotus_camurus_A,boulder,M,-3.48332120581811,-2.72296981901882,SFKR
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-2.77062812565977,-1.79369703015709,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-2.95369234693735,-1.79369703015709,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-2.77597412039228,-1.79369703015709,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-2.89392804823167,-1.79369703015709,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-2.81650534663486,-1.79369703015709,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-2.59948537653968,-1.79369703015709,OTCK
chlorosomum,Etheostoma_chlorosoma_A,sand,F,-2.50228468945128,-1.79369703015709,OTCK
